timestamp,id,x,y,type,cell,simid
1760464521122,2,537.09,260.954,mc,0,1760464521122
1760464521122,3,269.897,219.587,mc,0,1760464521122
1760464521122,4,469.762,371.584,mc,0,1760464521122
1760464521122,5,316.581,270.483,mc,0,1760464521122
1760464521122,6,754.82,319.729,mc,0,1760464521122
1760464521122,7,72.3764,371.115,mc,0,1760464521122
1760464521122,8,479.296,709.06,mc,0,1760464521122
1760464521122,9,293.03,500.422,mc,0,1760464521122
1760464521122,10,577.241,716.13,mc,0,1760464521122
1760464521122,11,300.979,491.77,mc,0,1760464521122
1760464521222,2,536.727,260.518,mc,5,1760464521122
1760464521222,3,270.292,219.462,mc,5,1760464521122
1760464521222,4,469.434,371.31,mc,5,1760464521122
1760464521222,5,316.052,270.282,mc,3,1760464521122
1760464521222,6,755.012,320.191,mc,5,1760464521122
1760464521222,7,72.6814,370.861,mc,4,1760464521122
1760464521222,8,479.055,708.869,mc,5,1760464521122
1760464521222,9,293.309,500.654,mc,4,1760464521122
1760464521222,10,577.847,716.1,mc,4,1760464521122
1760464521222,11,301.263,492.187,mc,0,1760464521122
1760464521322,2,536.365,260.083,mc,5,1760464521122
1760464521322,3,270.686,219.336,mc,5,1760464521122
1760464521322,4,469.107,371.037,mc,5,1760464521122
1760464521322,5,315.522,270.08,mc,3,1760464521122
1760464521322,6,755.205,320.654,mc,5,1760464521122
1760464521322,7,72.9864,370.608,mc,4,1760464521122
1760464521322,8,478.814,708.678,mc,5,1760464521122
1760464521322,9,293.588,500.886,mc,4,1760464521122
1760464521322,10,578.452,716.07,mc,4,1760464521122
1760464521322,11,301.547,492.605,mc,0,1760464521122
1760464521422,2,536.003,259.647,mc,5,1760464521122
1760464521422,3,271.081,219.211,mc,5,1760464521122
1760464521422,4,468.779,370.763,mc,5,1760464521122
1760464521422,5,314.993,269.879,mc,3,1760464521122
1760464521422,6,755.397,321.116,mc,5,1760464521122
1760464521422,7,73.2913,370.355,mc,4,1760464521122
1760464521422,8,478.573,708.487,mc,5,1760464521122
1760464521422,9,293.867,501.118,mc,4,1760464521122
1760464521422,10,579.058,716.04,mc,4,1760464521122
1760464521422,11,301.831,493.023,mc,0,1760464521122
1760464521522,2,535.641,259.212,mc,5,1760464521122
1760464521522,3,271.475,219.085,mc,5,1760464521122
1760464521522,4,468.451,370.489,mc,5,1760464521122
1760464521522,5,314.463,269.677,mc,3,1760464521122
1760464521522,6,755.589,321.578,mc,5,1760464521122
1760464521522,7,73.5963,370.102,mc,4,1760464521122
1760464521522,8,478.332,708.296,mc,5,1760464521122
1760464521522,9,294.147,501.35,mc,4,1760464521122
1760464521522,10,579.663,716.011,mc,4,1760464521122
1760464521522,11,302.115,493.44,mc,0,1760464521122
1760464521622,2,535.279,258.776,mc,5,1760464521122
1760464521622,3,271.869,218.96,mc,5,1760464521122
1760464521622,4,468.123,370.216,mc,5,1760464521122
1760464521622,5,313.934,269.475,mc,3,1760464521122
1760464521622,6,755.782,322.041,mc,5,1760464521122
1760464521622,7,73.9013,369.849,mc,4,1760464521122
1760464521622,8,478.091,708.105,mc,5,1760464521122
1760464521622,9,294.426,501.582,mc,4,1760464521122
1760464521622,10,580.269,715.981,mc,4,1760464521122
1760464521622,11,302.399,493.858,mc,0,1760464521122
1760464521722,2,534.917,258.34,mc,5,1760464521122
1760464521722,3,272.264,218.834,mc,5,1760464521122
1760464521722,4,467.796,369.942,mc,5,1760464521122
1760464521722,5,313.404,269.274,mc,3,1760464521122
1760464521722,6,755.974,322.503,mc,5,1760464521122
1760464521722,7,74.2063,369.596,mc,4,1760464521122
1760464521722,8,477.85,707.914,mc,5,1760464521122
1760464521722,9,294.705,501.814,mc,4,1760464521122
1760464521722,10,580.874,715.951,mc,4,1760464521122
1760464521722,11,302.683,494.275,mc,0,1760464521122
1760464521822,2,534.555,257.905,mc,5,1760464521122
1760464521822,3,272.658,218.709,mc,5,1760464521122
1760464521822,4,467.468,369.668,mc,5,1760464521122
1760464521822,5,312.875,269.072,mc,3,1760464521122
1760464521822,6,756.166,322.965,mc,5,1760464521122
1760464521822,7,74.5113,369.343,mc,4,1760464521122
1760464521822,8,477.609,707.723,mc,5,1760464521122
1760464521822,9,294.984,502.045,mc,4,1760464521122
1760464521822,10,581.48,715.921,mc,4,1760464521122
1760464521822,11,302.967,494.693,mc,0,1760464521122
1760464521922,2,534.193,257.469,mc,5,1760464521122
1760464521922,3,273.052,218.584,mc,5,1760464521122
1760464521922,4,467.14,369.395,mc,5,1760464521122
1760464521922,5,312.345,268.871,mc,3,1760464521122
1760464521922,6,756.359,323.428,mc,5,1760464521122
1760464521922,7,74.8163,369.089,mc,4,1760464521122
1760464521922,8,477.368,707.532,mc,5,1760464521122
1760464521922,9,295.263,502.277,mc,4,1760464521122
1760464521922,10,582.085,715.891,mc,4,1760464521122
1760464521922,11,303.25,495.111,mc,0,1760464521122
1760464522022,2,533.831,257.033,mc,5,1760464521122
1760464522022,3,273.447,218.458,mc,5,1760464521122
1760464522022,4,466.812,369.121,mc,5,1760464521122
1760464522022,5,311.815,268.669,mc,3,1760464521122
1760464522022,6,756.551,323.89,mc,5,1760464521122
1760464522022,7,75.1213,368.836,mc,4,1760464521122
1760464522022,8,477.127,707.341,mc,5,1760464521122
1760464522022,9,295.543,502.509,mc,4,1760464521122
1760464522022,10,582.691,715.861,mc,4,1760464521122
1760464522022,11,303.534,495.528,mc,0,1760464521122
1760464522122,2,533.469,256.598,mc,5,1760464521122
1760464522122,3,273.841,218.333,mc,5,1760464521122
1760464522122,4,466.485,368.847,mc,5,1760464521122
1760464522122,5,311.286,268.468,mc,3,1760464521122
1760464522122,6,756.743,324.352,mc,5,1760464521122
1760464522122,7,75.4263,368.583,mc,4,1760464521122
1760464522122,8,476.886,707.15,mc,5,1760464521122
1760464522122,9,295.822,502.741,mc,4,1760464521122
1760464522122,10,583.296,715.831,mc,4,1760464521122
1760464522122,11,303.818,495.946,mc,0,1760464521122
1760464522222,2,533.107,256.162,mc,5,1760464521122
1760464522222,3,274.236,218.207,mc,5,1760464521122
1760464522222,4,466.157,368.574,mc,5,1760464521122
1760464522222,5,310.756,268.266,mc,3,1760464521122
1760464522222,6,756.936,324.815,mc,5,1760464521122
1760464522222,7,75.7313,368.33,mc,4,1760464521122
1760464522222,8,476.645,706.959,mc,5,1760464521122
1760464522222,9,296.101,502.973,mc,4,1760464521122
1760464522222,10,583.902,715.801,mc,4,1760464521122
1760464522222,11,304.102,496.363,mc,0,1760464521122
1760464522322,2,532.745,255.727,mc,5,1760464521122
1760464522322,3,274.63,218.082,mc,5,1760464521122
1760464522322,4,465.829,368.3,mc,5,1760464521122
1760464522322,5,310.227,268.065,mc,3,1760464521122
1760464522322,6,757.128,325.277,mc,5,1760464521122
1760464522322,7,76.0363,368.077,mc,4,1760464521122
1760464522322,8,476.404,706.768,mc,5,1760464521122
1760464522322,9,296.38,503.205,mc,4,1760464521122
1760464522322,10,584.507,715.772,mc,4,1760464521122
1760464522322,11,304.386,496.781,mc,0,1760464521122
1760464522422,2,532.383,255.291,mc,5,1760464521122
1760464522422,3,275.024,217.956,mc,5,1760464521122
1760464522422,4,465.501,368.026,mc,5,1760464521122
1760464522422,5,309.697,267.863,mc,3,1760464521122
1760464522422,6,757.32,325.739,mc,5,1760464521122
1760464522422,7,76.3412,367.824,mc,4,1760464521122
1760464522422,8,476.163,706.577,mc,5,1760464521122
1760464522422,9,296.66,503.437,mc,4,1760464521122
1760464522422,10,585.113,715.742,mc,4,1760464521122
