timestamp_ms,ue_imsi,cell_id,is_serving,rsrp_dbm,rsrq_db,rssi_dbm,sinr_db,rsrp_3gpp,rsrq_3gpp,sinr_3gpp
701,7,5,0,-107.318,-53.7926,-39.0535,-43.0006,49,0,0
701,8,2,0,-98.0134,-15.8104,-67.7315,-3.3762,58,54,39
701,8,3,0,-107.387,-25.1842,-67.7315,-14.2315,49,36,18
701,8,4,1,-97.884,-15.6809,-67.7315,-3.18587,58,55,40
701,8,5,0,-97.9359,-15.7328,-67.7315,-3.26251,58,55,39
701,9,2,0,-71.416,-10.8198,-46.1246,21.8922,85,64,90
701,9,3,0,-99.8573,-39.2611,-46.1246,-28.4632,56,7,0
701,9,4,1,-94.6281,-34.0319,-46.1246,-23.2194,61,18,0
701,9,5,0,-107.666,-47.0694,-46.1246,-36.2766,48,0,0
701,10,2,0,-72.0089,-13.3701,-44.1671,0.911696,84,59,48
701,10,3,0,-105.349,-46.7098,-44.1671,-35.9169,51,0,0
701,10,4,0,-97.0504,-38.4117,-44.1671,-27.6124,59,9,0
701,10,5,1,-72.94,-14.3013,-44.1671,-0.946883,83,57,44
801,1,2,0,-99.1675,-31.246,-53.4499,-20.4149,57,24,5
801,1,3,0,-78.9115,-10.99,-53.4499,13.308,77,64,73
801,1,4,0,-107.324,-39.4021,-53.4499,-28.6043,49,7,0
801,1,5,1,-93.3884,-25.4669,-53.4499,-14.5245,63,35,17
801,2,2,0,-104.864,-43.4935,-46.8986,-32.6994,51,0,0
801,2,3,0,-110.308,-48.9379,-46.8986,-38.1455,46,0,0
801,2,4,0,-109.259,-47.8888,-46.8986,-37.0961,47,0,0
801,2,5,1,-72.166,-10.7958,-46.8986,30.3752,84,64,107
801,3,2,0,-90.3609,-21.7602,-54.1291,-10.6062,66,42,25
801,3,3,1,-100.536,-31.9355,-54.1291,-21.1102,55,22,4
801,3,4,0,-100.684,-32.0834,-54.1291,-21.2592,55,22,3
801,3,5,0,-79.8274,-11.2267,-54.1291,9.77463,76,64,66
801,4,2,0,-103.008,-30.0777,-58.4592,-19.2344,53,26,8
801,4,3,0,-109.286,-36.355,-58.4592,-25.5511,47,13,0
801,4,4,0,-86.6278,-13.6971,-58.4592,0.212722,69,59,46
801,4,5,1,-86.9763,-14.0455,-58.4592,-0.473933,69,58,45
801,5,2,0,-102.573,-25.751,-62.3501,-14.8183,53,34,16
801,5,3,1,-95.6471,-18.8255,-62.3501,-7.29057,60,48,31
801,5,4,0,-88.6628,-11.8412,-62.3501,5.63335,67,62,57
801,5,5,0,-103.746,-26.9239,-62.3501,-16.0249,52,32,14
801,6,2,0,-108.87,-39.5487,-54.8495,-28.7512,47,7,0
801,6,3,0,-112.62,-43.2986,-54.8495,-32.5044,43,0,0
801,6,4,0,-109.181,-39.8598,-54.8495,-29.0626,47,6,0
801,6,5,1,-80.1273,-10.8063,-54.8495,24.765,76,64,96
801,7,2,0,-97.0043,-41.8384,-40.6943,-31.0431,59,2,0
801,7,3,0,-103.675,-48.5092,-40.6943,-37.7167,52,0,0
801,7,4,1,-65.9623,-10.7964,-40.6943,29.746,90,64,105
801,7,5,0,-106.107,-50.9413,-40.6943,-40.1491,50,0,0
801,8,2,0,-97.9682,-16.9596,-66.537,-4.96631,58,52,36
801,8,3,0,-105.816,-24.8072,-66.537,-13.8396,50,36,18
801,8,4,1,-97.5577,-16.5491,-66.537,-4.4165,58,53,37
801,8,5,0,-95.2667,-14.2581,-66.537,-0.868665,61,57,44
801,9,2,0,-76.2474,-10.87,-50.9058,17.4082,80,64,81
801,9,3,0,-99.5235,-34.1461,-50.9058,-23.3342,56,18,0
801,9,4,1,-95.1828,-29.8054,-50.9058,-18.9588,61,26,8
801,9,5,0,-108.454,-43.0766,-50.9058,-32.2822,48,0,0
801,10,2,0,-72.0679,-13.6798,-43.9165,0.248112,84,59,46
801,10,3,0,-108.179,-49.7907,-43.9165,-38.9984,48,0,0
801,10,4,0,-95.6538,-37.2657,-43.9165,-26.4641,60,11,0
801,10,5,1,-72.3374,-13.9494,-43.9165,-0.289737,84,58,45
901,1,2,0,-99.6598,-31.3352,-53.853,-20.5049,56,23,5
901,1,3,0,-79.3576,-11.0331,-53.853,12.4319,77,64,71
901,1,4,0,-108.311,-39.9866,-53.853,-29.1895,48,6,0
901,1,5,1,-92.6962,-24.3717,-53.853,-13.3851,63,37,19
901,2,2,0,-105.885,-45.1345,-46.2788,-34.3411,50,0,0
901,2,3,0,-110.733,-49.9831,-46.2788,-39.1908,45,0,0
901,2,4,0,-109.714,-48.9633,-46.2788,-38.1709,46,0,0
