timestamp,ue_id,x_est,y_est,x_true,y_true
1784569735202,1,539.271687238264,257.748572682725,537.09,260.954
1784569735302,1,538.848202370712,257.439509620746,536.727,260.518
1784569735402,1,538.422116611043,257.12855742579,536.365,260.083
1784569735502,1,537.993492149718,256.815764905746,536.003,259.647
1784569735602,1,537.562413543719,256.501204657651,535.641,259.212
1784569735702,1,537.128982025469,256.184971862177,535.279,258.776
1784569735802,1,536.693330378511,255.867183439252,534.917,258.34
1784569735902,1,536.255661885209,255.547982639013,534.555,257.905
1784569736002,1,535.816214043851,255.227535715926,534.193,257.469
1784569736102,1,535.375288561115,254.90602863189,533.831,257.033
1784569736202,1,534.933231992228,254.583664529917,533.469,256.598
1784569736302,1,534.490429158188,254.260664400646,533.107,256.162
1784569736402,1,534.04730519972,253.937268579492,532.745,255.727
1784569736502,1,533.604319790676,253.613736471642,532.383,255.291
1784569736602,1,533.161937054375,253.290340873379,532.021,254.855
1784569736702,1,532.720616112279,252.967367216447,531.659,254.42
1784569736802,1,532.280808689765,252.645113653171,531.297,253.984
1784569736902,1,531.842958851351,252.323890560595,530.935,253.549
1784569737002,1,531.40750145045,252.004017196964,530.573,253.113
1784569737102,1,530.974862233936,251.685821304803,530.211,252.677
1784569737202,1,530.545458426035,251.369639471591,529.849,252.242
1784569737302,1,530.119699301607,251.055815525704,529.487,251.806
1784569737402,1,529.697983500655,250.744695999883,529.125,251.371
1784569737502,1,529.28069884141,250.436629649019,528.763,250.935
1784569737602,1,528.868221337234,250.13196755662,528.401,250.499
1784569737702,1,528.460912944128,249.831062499885,528.039,250.064
1784569737802,1,528.059121997432,249.534268193916,527.677,249.628
1784569737902,1,527.663182950031,249.241940004316,527.315,249.193
1784569738002,1,527.27341728358,248.954434745035,526.953,248.757
1784569738102,1,526.890130125706,248.672109050679,526.591,248.321
1784569738202,1,526.513601062276,248.395318961125,526.229,247.886
1784569738302,1,526.144096517189,248.124419070406,525.867,247.45
1784569738402,1,525.78187490062,247.859762384305,525.505,247.015
1784569738502,1,525.427186834857,247.601700933692,525.142,246.579
1784569738602,1,525.080272895054,247.350585382059,524.78,246.143
1784569738702,1,524.741362140169,247.106764666627,524.418,245.708
1784569738802,1,524.410664865895,246.870584012507,524.056,245.272
1784569738902,1,524.088371415872,246.642383009289,523.694,244.837
1784569739002,1,523.774653721911,246.422495636898,523.332,244.401
1784569739102,1,523.469665540831,246.211251215661,522.97,243.965
1784569739202,1,523.173538946901,246.008974548794,522.608,243.53
1784569739302,1,522.886393417278,245.815983342517,522.246,243.094
1784569739402,1,522.60833950525,245.632587377226,521.884,242.659
1784569739502,1,522.339479202844,245.45908552421,521.522,242.223
1784569739602,1,522.07990480638,245.295764149879,521.16,241.787
1784569739702,1,521.829698585447,245.142895761673,520.798,241.352
1784569739802,1,521.588929029078,245.000735191529,520.436,240.916
1784569739902,1,521.357647274563,244.869518925226,520.074,240.481
1784569740002,1,521.135887547128,244.749464583409,519.712,240.045
1784569740102,1,520.923667983521,244.640767581876,519.35,239.609
1784569740202,1,520.720990876449,244.543600010097,518.988,239.174
1784569740302,1,520.527840888005,244.458108653297,518.626,238.738
1784569740402,1,520.344185295854,244.384412066012,518.264,238.303
1784569740502,1,520.169974111993,244.322599970634,517.918,237.894
1784569740602,1,520.005138288204,244.272733538486,518.012,238.239
1784569740702,1,519.84959229459,244.23484577885,518.105,238.584
1784569740802,1,519.703236668088,244.208942381526,518.199,238.929
1784569740902,1,519.565958728116,244.195002717337,518.293,239.274
1784569741002,1,519.437632348972,244.192980155314,518.387,239.619
1784569741102,1,519.318119521086,244.202803521223,518.481,239.963
1784569741202,1,519.207272047589,244.224382463464,518.575,240.308
1784569741302,1,519.104935283329,244.257609259526,518.669,240.653
1784569741402,1,519.010949420917,244.302359313368,518.763,240.998
1784569741502,1,518.925149957605,244.358492895332,518.856,241.343
1784569741602,1,518.847368125136,244.42585669259,518.95,241.688
1784569741702,1,518.777430955725,244.504287867698,519.044,242.033
1784569741802,1,518.715160303745,244.593615252593,519.138,242.378
1784569741902,1,518.660373423612,244.693659594128,519.232,242.723
1784569742002,1,518.612885637444,244.804233419302,519.326,243.068
1784569742102,1,518.572511184182,244.925140787358,519.42,243.413
1784569742202,1,518.539063437454,245.056178132935,519.514,243.758
1784569742302,1,518.512355096219,245.197136931311,519.608,244.103
1784569742402,1,518.492198027623,245.347805786846,519.701,244.447
1784569742502,1,518.478401864288,245.507970111662,519.795,244.792
1784569742602,1,518.470772651582,245.67741048247,519.889,245.137
1784569742702,1,518.469112629832,245.85590105774,519.983,245.482
1784569742802,1,518.473220273248,246.043209441749,520.077,245.827
1784569742902,1,518.482890688463,246.239097303,520.171,246.172
1784569743002,1,518.497917186453,246.44332471059,520.265,246.517
1784569743102,1,518.51809245896,246.655651999063,520.359,246.862
1784569743202,1,518.54321201603,246.875840787212,520.453,247.207
1784569743302,1,518.573077886377,247.103653438595,520.546,247.552
1784569743402,1,518.607498699352,247.338852985585,520.64,247.897
1784569743502,1,518.646287238236,247.581205985533,520.734,248.242
1784569743602,1,518.689259550387,247.830484677029,520.828,248.587
1784569743702,1,518.73623371668,248.086466785299,520.922,248.931
1784569743802,1,518.787028143168,248.348934604277,521.016,249.276
1784569743902,1,518.841461477176,248.617674428246,521.11,249.621
1784569744002,1,518.899349133674,248.892475987017,521.204,249.966
1784569744102,1,518.960506559495,249.173133068431,521.297,250.311
1784569744202,1,519.024749686671,249.459442788968,521.391,250.656
1784569744302,1,519.091895164874,249.751206719761,521.485,251.001
1784569744402,1,519.161760617694,250.048231176605,521.579,251.346
1784569744502,1,519.2341654756,250.350329112976,521.673,251.691
1784569744602,1,519.308930481977,250.657320904357,521.767,252.036
1784569744702,1,519.385881473849,250.969033655483,521.861,252.381
